state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
Arizona,M,High School or Below,6218.0,51944.0,156.0,0.0,Corporate Auto,Sports Car,748.8
Nevada,M,College,6156.0,78824.0,77.0,0.0,Personal Auto,Four-Door Car,267.699403
California,M,Bachelor,21423.0,0.0,65.0,0.0,Special Auto,Two-Door Car,312.0
California,M,College,5926.0,23091.0,96.0,5.0,Personal Auto,Four-Door Car,460.8
Oregon,F,College,10295.0,24723.0,129.0,0.0,Corporate Auto,Sports Car,619.2
Arizona,M,Bachelor,2710.0,31998.0,69.0,0.0,Corporate Auto,Four-Door Car,331.2
California,F,College,3363.0,80138.0,83.0,0.0,Personal Auto,Four-Door Car,209.427344
California,M,College,3122.0,72916.0,80.0,0.0,Personal Auto,Two-Door Car,384.0
Washington,F,High School or Below,6220.0,0.0,65.0,2.0,Corporate Auto,Four-Door Car,468.0
California,F,High School or Below,3455.0,0.0,91.0,0.0,Personal Auto,Four-Door Car,681.038959
California,F,Bachelor,11855.0,0.0,170.0,0.0,Corporate Auto,SUV,1227.491941
California,M,Bachelor,7163.0,44527.0,94.0,2.0,Personal Auto,Four-Door Car,286.960016
Oregon,M,Bachelor,3157.0,46655.0,82.0,0.0,Personal Auto,Four-Door Car,336.892624
California,M,Bachelor,8336.0,0.0,67.0,2.0,Personal Auto,Two-Door Car,445.265108
Arizona,F,High School or Below,5809.0,26975.0,73.0,0.0,Personal Auto,Two-Door Car,548.333667
Oregon,F,Master,10016.0,62900.0,62.0,0.0,Personal Auto,Two-Door Car,83.897335
California,F,Bachelor,4914.0,14232.0,64.0,0.0,Personal Auto,Four-Door Car,307.2
Washington,F,Bachelor,2750.0,34200.0,70.0,0.0,Corporate Auto,Four-Door Car,167.295936
California,F,Bachelor,5677.0,0.0,77.0,0.0,Personal Auto,Four-Door Car,369.6
California,M,College,2393.0,22981.0,69.0,0.0,Personal Auto,Four-Door Car,16.80116
Oregon,F,College,8126.0,14616.0,107.0,0.0,Personal Auto,SUV,513.6
California,F,Master,2774.0,0.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
Oregon,F,High School or Below,4300.0,88590.0,107.0,0.0,Personal Auto,Two-Door Car,41.721538
Washington,F,High School or Below,5221.0,60445.0,65.0,0.0,Personal Auto,Four-Door Car,279.450351
Nevada,F,High School or Below,12383.0,40602.0,105.0,0.0,Personal Auto,Sports Car,459.895876
Oregon,F,College,7680.0,66795.0,64.0,0.0,Personal Auto,Four-Door Car,238.032027
Oregon,F,Doctor,4014.0,37384.0,99.0,0.0,Personal Auto,Four-Door Car,475.2
Arizona,F,High School or Below,4250.0,0.0,61.0,1.0,Personal Auto,Four-Door Car,292.8
Arizona,F,Master,4624.0,28264.0,61.0,4.0,Corporate Auto,Four-Door Car,167.889924
Arizona,F,Bachelor,27789.0,33806.0,89.0,0.0,Special Auto,Four-Door Car,395.729716
California,M,High School or Below,7345.0,79980.0,91.0,0.0,Personal Auto,Two-Door Car,629.82071
Oregon,F,High School or Below,5323.0,64706.0,135.0,0.0,Corporate Auto,SUV,77.129691
Nevada,F,College,4426.0,29660.0,112.0,0.0,Personal Auto,SUV,334.133949
Oregon,F,Bachelor,6852.0,26313.0,87.0,0.0,Corporate Auto,Two-Door Car,417.6
Oregon,M,Bachelor,3534.0,19861.0,93.0,0.0,Corporate Auto,Four-Door Car,446.4
Oregon,F,College,4349.0,75648.0,108.0,0.0,Personal Auto,SUV,112.660916
Oregon,F,College,29676.0,33992.0,194.0,1.0,Personal Auto,SUV,931.2
Nevada,F,Bachelor,24238.0,0.0,109.0,2.0,Personal Auto,SUV,784.8
California,F,College,11638.0,25370.0,102.0,0.0,Personal Auto,Sports Car,489.6
Arizona,M,College,13559.0,98036.0,113.0,0.0,Personal Auto,SUV,662.444819
California,F,College,4282.0,40864.0,109.0,1.0,Personal Auto,SUV,166.937747
California,F,Bachelor,9144.0,21150.0,116.0,0.0,Personal Auto,SUV,833.417104
California,F,College,7434.0,49057.0,63.0,0.0,Personal Auto,Two-Door Car,29.618152
California,F,High School or Below,6159.0,97658.0,76.0,1.0,Personal Auto,Four-Door Car,364.8
California,M,Bachelor,3883.0,0.0,109.0,0.0,Personal Auto,SUV,765.906271
Oregon,F,Bachelor,10622.0,25634.0,67.0,0.0,Personal Auto,Four-Door Car,144.728404
California,M,High School or Below,5257.0,56154.0,67.0,0.0,Personal Auto,Two-Door Car,386.160674
Arizona,M,Bachelor,4881.0,90892.0,61.0,0.0,Personal Auto,Two-Door Car,102.322529
Nevada,F,College,13197.0,0.0,68.0,3.0,Personal Auto,Four-Door Car,326.4
Oregon,M,Doctor,5334.0,72960.0,68.0,1.0,Personal Auto,Four-Door Car,143.535826
California,F,High School or Below,4965.0,0.0,73.0,1.0,Personal Auto,Two-Door Car,525.6
Oregon,F,Bachelor,5470.0,54507.0,138.0,0.0,Corporate Auto,SUV,702.990032
Arizona,F,College,3713.0,81190.0,92.0,0.0,Corporate Auto,Two-Door Car,356.563616
Oregon,F,College,2894.0,28204.0,73.0,0.0,Personal Auto,Four-Door Car,486.987555
Oregon,M,High School or Below,1940.0,0.0,66.0,3.0,Personal Auto,Two-Door Car,475.2
California,F,Master,2647.0,26441.0,66.0,0.0,Corporate Auto,Two-Door Car,210.641776
Oregon,F,Bachelor,5461.0,42650.0,69.0,0.0,Personal Auto,Four-Door Car,35.565605
Washington,M,High School or Below,2661.0,29195.0,68.0,0.0,Personal Auto,Two-Door Car,448.181396
Arizona,F,High School or Below,2397.0,22283.0,65.0,0.0,Special Auto,Four-Door Car,572.072106
Arizona,M,College,4567.0,15383.0,61.0,0.0,Corporate Auto,Two-Door Car,292.8
California,M,Bachelor,5534.0,16101.0,74.0,0.0,Personal Auto,Four-Door Car,437.608909
Oregon,M,Bachelor,6057.0,27681.0,83.0,0.0,Personal Auto,Two-Door Car,398.4
Arizona,F,Bachelor,10656.0,72540.0,88.0,0.0,Personal Auto,Two-Door Car,631.743039
Washington,F,Bachelor,13798.0,42780.0,181.0,2.0,Personal Auto,Luxury SUV,868.8
Washington,F,Bachelor,18060.0,57882.0,115.0,0.0,Corporate Auto,SUV,552.0
Nevada,F,College,2690.0,60060.0,67.0,0.0,Personal Auto,Four-Door Car,320.629479
California,M,College,7409.0,61160.0,96.0,0.0,Corporate Auto,Two-Door Car,354.530239
Oregon,F,College,4991.0,93416.0,62.0,0.0,Personal Auto,Two-Door Car,246.249051
Arizona,F,College,4434.0,83220.0,110.0,0.0,Personal Auto,Four-Door Car,528.0
Oregon,M,High School or Below,14748.0,31226.0,93.0,0.0,Personal Auto,Four-Door Car,446.4
California,F,High School or Below,4916.0,66982.0,121.0,0.0,Corporate Auto,SUV,871.2
Oregon,M,Bachelor,12495.0,0.0,61.0,0.0,Corporate Auto,Two-Door Car,292.8
Nevada,M,Bachelor,12877.0,0.0,117.0,0.0,Personal Auto,Four-Door Car,561.6
Washington,M,Doctor,6775.0,27354.0,86.0,1.0,Personal Auto,Two-Door Car,412.8
Washington,M,Doctor,7540.0,61726.0,96.0,2.0,Personal Auto,Two-Door Car,689.507724
Arizona,M,College,5989.0,66839.0,154.0,0.0,Personal Auto,Sports Car,739.2
California,M,College,9171.0,60433.0,77.0,0.0,Personal Auto,Four-Door Car,369.6
California,M,Bachelor,21528.0,11538.0,82.0,0.0,Corporate Auto,Four-Door Car,393.6
Nevada,M,High School or Below,2675.0,67837.0,69.0,4.0,Personal Auto,Four-Door Car,430.477436
California,F,Bachelor,9246.0,40032.0,118.0,2.0,Personal Auto,SUV,717.763724
Washington,M,Master,4860.0,41126.0,61.0,0.0,Corporate Auto,Four-Door Car,199.281404
California,M,College,2471.0,65176.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
Oregon,F,Bachelor,2760.0,34717.0,70.0,2.0,Special Auto,Four-Door Car,336.0
California,M,College,4270.0,0.0,122.0,0.0,Personal Auto,SUV,725.870693
Arizona,F,High School or Below,3136.0,0.0,89.0,0.0,Personal Auto,Four-Door Car,640.8
California,M,Master,7755.0,0.0,110.0,0.0,Personal Auto,Four-Door Car,528.0
Washington,F,Bachelor,4927.0,0.0,67.0,0.0,Personal Auto,Two-Door Car,132.443705
Oregon,M,Bachelor,6661.0,0.0,95.0,0.0,Personal Auto,Four-Door Car,456.0
California,M,High School or Below,6529.0,44379.0,83.0,1.0,Special Auto,Four-Door Car,398.4
Oregon,F,College,3293.0,0.0,94.0,0.0,Corporate Auto,Four-Door Car,676.8
Arizona,M,High School or Below,5154.0,82730.0,127.0,0.0,Corporate Auto,SUV,442.521087
Washington,F,High School or Below,5597.0,37995.0,139.0,0.0,Personal Auto,SUV,667.2
California,F,Bachelor,20766.0,0.0,73.0,2.0,Personal Auto,Two-Door Car,350.4
Oregon,F,Doctor,5423.0,85018.0,68.0,3.0,Personal Auto,Four-Door Car,62.837764
Oregon,M,Bachelor,5553.0,0.0,89.0,1.0,Personal Auto,Two-Door Car,640.8
California,F,Bachelor,5504.0,0.0,73.0,0.0,Corporate Auto,Four-Door Car,350.4
California,M,High School or Below,12663.0,72109.0,105.0,0.0,Personal Auto,Sports Car,504.0
Arizona,M,Bachelor,5548.0,67798.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
Washington,F,High School or Below,4389.0,0.0,118.0,1.0,Personal Auto,SUV,670.656551
Oregon,F,Bachelor,2604.0,0.0,74.0,0.0,Corporate Auto,Four-Door Car,532.8
Oregon,M,College,2918.0,80714.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
California,M,High School or Below,2487.0,38667.0,63.0,0.0,Personal Auto,Four-Door Car,293.070538
Oregon,F,Bachelor,9082.0,34430.0,117.0,0.0,Personal Auto,Four-Door Car,232.875794
Oregon,F,High School or Below,5557.0,83576.0,69.0,0.0,Personal Auto,Two-Door Car,331.2
Nevada,F,Bachelor,5107.0,35625.0,65.0,1.0,Personal Auto,Four-Door Car,288.572108
Washington,F,College,5570.0,85718.0,139.0,1.0,Personal Auto,Sports Car,540.173933
California,F,High School or Below,5595.0,74454.0,71.0,0.0,Personal Auto,Four-Door Car,340.8
Nevada,M,College,11243.0,66146.0,96.0,0.0,Personal Auto,Two-Door Car,250.697824
Oregon,M,High School or Below,6113.0,0.0,88.0,0.0,Personal Auto,Four-Door Car,1034.799615
California,F,Bachelor,5271.0,13215.0,74.0,1.0,Corporate Auto,Four-Door Car,443.772927
Oregon,M,High School or Below,2746.0,62302.0,70.0,0.0,Personal Auto,Four-Door Car,504.0
Nevada,F,High School or Below,4729.0,0.0,124.0,0.0,Corporate Auto,Sports Car,630.85509
Oregon,F,High School or Below,8879.0,52583.0,113.0,0.0,Special Auto,SUV,528.20086
Arizona,M,Bachelor,3106.0,22076.0,85.0,0.0,Personal Auto,Four-Door Car,422.765363
Arizona,M,Bachelor,5860.0,94527.0,73.0,0.0,Personal Auto,Four-Door Car,41.464402
Arizona,F,High School or Below,9035.0,34337.0,113.0,0.0,Personal Auto,Four-Door Car,542.4
Nevada,F,Master,7256.0,29053.0,181.0,0.0,Personal Auto,Sports Car,404.95431
Oregon,F,High School or Below,14428.0,0.0,68.0,0.0,Personal Auto,Two-Door Car,326.4
Oregon,F,College,2787.0,62506.0,69.0,0.0,Personal Auto,Two-Door Car,331.2
California,F,Bachelor,4845.0,0.0,65.0,0.0,Personal Auto,Two-Door Car,129.165554
Arizona,M,Bachelor,5460.0,45404.0,70.0,2.0,Corporate Auto,Two-Door Car,266.144648
California,M,Bachelor,26511.0,28773.0,229.0,0.0,Personal Auto,Luxury Car,1099.2
Nevada,F,College,3141.0,24019.0,79.0,0.0,Personal Auto,Four-Door Car,47.22861
Nevada,F,Bachelor,2545.0,0.0,71.0,0.0,Special Auto,Four-Door Car,340.8
Arizona,F,College,8355.0,23666.0,104.0,0.0,Personal Auto,SUV,499.2
Oregon,M,Bachelor,3837.0,36794.0,99.0,0.0,Personal Auto,Four-Door Car,712.8
Oregon,F,Bachelor,2534.0,25163.0,67.0,0.0,Corporate Auto,Two-Door Car,321.6
Nevada,M,Doctor,5762.0,66156.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
California,F,Bachelor,15936.0,0.0,76.0,0.0,Personal Auto,Four-Door Car,364.8
Arizona,M,High School or Below,12552.0,10147.0,67.0,0.0,Personal Auto,Four-Door Car,459.276664
Arizona,F,College,2352.0,0.0,64.0,0.0,Corporate Auto,Four-Door Car,381.062306
Oregon,F,College,4935.0,95765.0,61.0,0.0,Personal Auto,Four-Door Car,352.089317
Oregon,F,College,5356.0,60752.0,67.0,0.0,Personal Auto,Four-Door Car,414.106436
Oregon,M,High School or Below,3740.0,0.0,104.0,1.0,Personal Auto,SUV,499.2
California,F,College,2489.0,31058.0,67.0,5.0,Personal Auto,Two-Door Car,309.424708
California,M,High School or Below,7188.0,13542.0,94.0,0.0,Personal Auto,Four-Door Car,451.2
Arizona,F,Bachelor,35022.0,25270.0,99.0,0.0,Personal Auto,Two-Door Car,712.8
Arizona,F,Bachelor,2661.0,24152.0,72.0,2.0,Personal Auto,Four-Door Car,345.6
Washington,F,College,12200.0,60282.0,102.0,0.0,Corporate Auto,SUV,120.083224
California,F,High School or Below,29006.0,40252.0,104.0,0.0,Personal Auto,Sports Car,499.2
Nevada,M,College,3873.0,28142.0,105.0,0.0,Personal Auto,Sports Car,701.708239
California,M,High School or Below,2471.0,95697.0,61.0,0.0,Corporate Auto,Two-Door Car,114.273025
California,M,Bachelor,2688.0,89771.0,67.0,2.0,Personal Auto,Two-Door Car,104.123179
California,M,Master,2551.0,79751.0,63.0,0.0,Personal Auto,Two-Door Car,392.235698
Oregon,F,High School or Below,4949.0,0.0,69.0,0.0,Corporate Auto,Four-Door Car,331.2
California,F,High School or Below,6143.0,45032.0,77.0,0.0,Personal Auto,Four-Door Car,36.818178
Arizona,M,Master,8837.0,62277.0,113.0,0.0,Corporate Auto,SUV,249.799752
Oregon,F,Bachelor,9517.0,0.0,87.0,0.0,Personal Auto,Four-Door Car,417.6
Arizona,F,Bachelor,2879.0,40525.0,73.0,0.0,Personal Auto,Four-Door Car,123.790553
Oregon,F,High School or Below,2805.0,26004.0,70.0,0.0,Personal Auto,Four-Door Car,336.0
California,F,College,6045.0,82399.0,77.0,3.0,Personal Auto,Four-Door Car,31.668965
Nevada,F,Bachelor,5246.0,28909.0,66.0,0.0,Personal Auto,Two-Door Car,456.702735
California,M,High School or Below,4772.0,15323.0,128.0,0.0,Personal Auto,SUV,614.4
Washington,F,College,3867.0,79628.0,98.0,0.0,Personal Auto,Four-Door Car,470.4
Oregon,F,High School or Below,3383.0,0.0,97.0,0.0,Corporate Auto,Two-Door Car,698.4
Nevada,M,College,9521.0,27769.0,121.0,0.0,Special Auto,SUV,123.15416
California,M,Bachelor,7614.0,16707.0,102.0,0.0,Special Auto,Four-Door Car,1106.913309
Nevada,F,College,11308.0,0.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
California,F,Bachelor,3350.0,94395.0,83.0,0.0,Personal Auto,Four-Door Car,582.690575
California,M,Bachelor,2683.0,84895.0,67.0,0.0,Corporate Auto,Two-Door Car,321.6
Nevada,M,Master,42561.0,66661.0,119.0,0.0,Personal Auto,SUV,571.2
Nevada,M,High School or Below,2086.0,0.0,62.0,0.0,Personal Auto,Two-Door Car,446.4
Nevada,F,High School or Below,4868.0,31447.0,121.0,0.0,Personal Auto,SUV,580.8
Washington,F,College,5021.0,61987.0,125.0,0.0,Personal Auto,SUV,723.301363
Oregon,F,College,3671.0,42460.0,91.0,0.0,Personal Auto,Two-Door Car,347.47509
Oregon,M,College,5253.0,12811.0,150.0,2.0,Corporate Auto,SUV,720.0
Oregon,M,Bachelor,12036.0,44428.0,104.0,0.0,Corporate Auto,SUV,499.2
Arizona,F,College,3508.0,0.0,97.0,0.0,Personal Auto,Four-Door Car,698.4
Nevada,M,College,3818.0,25221.0,103.0,5.0,Special Auto,Four-Door Car,616.005527
Oregon,F,Bachelor,2570.0,44940.0,65.0,0.0,Corporate Auto,Four-Door Car,284.492531
Oregon,F,College,2846.0,39192.0,71.0,0.0,Corporate Auto,Four-Door Car,352.791394
California,M,High School or Below,7292.0,0.0,68.0,0.0,Personal Auto,Two-Door Car,415.986454
California,F,College,10581.0,42513.0,133.0,0.0,Corporate Auto,Sports Car,628.207511
Oregon,M,High School or Below,23144.0,59821.0,193.0,0.0,Personal Auto,Luxury SUV,1389.6
California,F,College,4605.0,22571.0,63.0,0.0,Corporate Auto,Four-Door Car,302.4
Washington,F,Bachelor,3939.0,60021.0,99.0,0.0,Corporate Auto,Four-Door Car,882.871945
California,F,High School or Below,8104.0,58172.0,67.0,0.0,Personal Auto,Four-Door Car,141.532926
Oregon,M,Bachelor,4165.0,58299.0,105.0,1.0,Personal Auto,Four-Door Car,504.0
Oregon,M,College,14065.0,25275.0,61.0,0.0,Corporate Auto,Four-Door Car,214.247114
Oregon,F,College,21991.0,80807.0,109.0,0.0,Personal Auto,SUV,132.139111
Arizona,F,Bachelor,7590.0,52348.0,65.0,1.0,Personal Auto,Two-Door Car,312.0
Washington,F,Bachelor,8018.0,58843.0,68.0,0.0,Corporate Auto,Two-Door Car,200.490816
Nevada,F,Master,3554.0,58557.0,88.0,0.0,Corporate Auto,Four-Door Car,55.510526
Oregon,F,Bachelor,3945.0,0.0,105.0,0.0,Personal Auto,SUV,933.212749
Oregon,M,College,2915.0,86599.0,73.0,0.0,Corporate Auto,Four-Door Car,350.4
Arizona,F,Master,5554.0,52984.0,69.0,0.0,Personal Auto,Two-Door Car,167.667603
Oregon,F,Master,5329.0,0.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
Oregon,F,High School or Below,5502.0,0.0,72.0,0.0,Corporate Auto,Four-Door Car,345.6
Oregon,F,Bachelor,7606.0,47778.0,96.0,0.0,Personal Auto,Four-Door Car,173.80879
Arizona,F,Bachelor,27789.0,33806.0,89.0,0.0,Corporate Auto,Four-Door Car,395.729716
Oregon,M,High School or Below,5971.0,52018.0,78.0,3.0,Personal Auto,Four-Door Car,374.4
California,F,Bachelor,2248.0,24910.0,63.0,1.0,Corporate Auto,Four-Door Car,347.857619
Nevada,M,College,10745.0,39135.0,91.0,0.0,Personal Auto,Four-Door Car,436.8
Oregon,F,College,7223.0,0.0,97.0,0.0,Personal Auto,Four-Door Car,465.6
California,M,High School or Below,9384.0,0.0,133.0,0.0,Personal Auto,SUV,957.6
Oregon,M,High School or Below,5709.0,0.0,78.0,0.0,Personal Auto,Four-Door Car,410.409376
Arizona,M,Bachelor,4983.0,28726.0,65.0,0.0,Personal Auto,Four-Door Car,468.0
Oregon,M,Doctor,13561.0,0.0,122.0,0.0,Special Auto,Sports Car,585.6
Arizona,F,Master,7218.0,45356.0,90.0,0.0,Personal Auto,Four-Door Car,462.043003
Arizona,M,High School or Below,5160.0,87050.0,129.0,0.0,Personal Auto,SUV,619.2
Nevada,M,Bachelor,13115.0,20705.0,171.0,1.0,Personal Auto,SUV,237.264543
California,F,Master,29874.0,52651.0,94.0,0.0,Personal Auto,Two-Door Car,451.2
Oregon,F,Master,20237.0,55270.0,63.0,0.0,Personal Auto,Two-Door Car,302.4
Arizona,M,College,2580.0,46900.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
California,M,College,39561.0,60500.0,110.0,0.0,Personal Auto,Sports Car,770.475631
Washington,F,High School or Below,8186.0,43877.0,102.0,0.0,Corporate Auto,SUV,414.713588
Nevada,M,Bachelor,4767.0,0.0,72.0,0.0,Corporate Auto,Four-Door Car,345.6
California,M,Bachelor,8474.0,58488.0,73.0,2.0,Personal Auto,Four-Door Car,350.4
California,F,Bachelor,4723.0,29193.0,61.0,3.0,Corporate Auto,Four-Door Car,292.8
Arizona,F,College,10484.0,61108.0,89.0,0.0,Personal Auto,Four-Door Car,49.451117
Oregon,F,College,3304.0,23931.0,95.0,0.0,Personal Auto,Four-Door Car,456.0
California,M,College,5002.0,0.0,70.0,0.0,Personal Auto,Four-Door Car,504.0
California,M,College,7607.0,0.0,104.0,0.0,Personal Auto,SUV,638.414994
Nevada,F,Bachelor,2802.0,34628.0,71.0,0.0,Personal Auto,Four-Door Car,132.517983
California,F,High School or Below,7455.0,74089.0,94.0,2.0,Personal Auto,Four-Door Car,648.690215
California,F,High School or Below,21766.0,0.0,290.0,0.0,Personal Auto,Luxury Car,1550.596808
Oregon,F,College,7316.0,30493.0,62.0,1.0,Personal Auto,Two-Door Car,108.09413
Oregon,M,Bachelor,7443.0,89285.0,93.0,0.0,Corporate Auto,Two-Door Car,243.547316
Oregon,F,High School or Below,3086.0,92147.0,77.0,2.0,Personal Auto,Four-Door Car,278.4815
Washington,F,Bachelor,6727.0,39428.0,84.0,2.0,Personal Auto,Two-Door Car,72.32926
California,M,High School or Below,20266.0,21542.0,103.0,0.0,Special Auto,Sports Car,494.4
California,F,College,5264.0,0.0,72.0,0.0,Special Auto,Four-Door Car,135.888306
Arizona,M,Bachelor,8564.0,23506.0,113.0,0.0,Personal Auto,Four-Door Car,813.6
Oregon,F,Bachelor,8086.0,70811.0,100.0,0.0,Personal Auto,Sports Car,141.654965
Washington,F,Bachelor,4705.0,0.0,78.0,3.0,Corporate Auto,Four-Door Car,555.457674
Oregon,F,Bachelor,4273.0,82214.0,106.0,1.0,Personal Auto,Four-Door Car,239.143671
California,F,High School or Below,5908.0,71401.0,73.0,0.0,Personal Auto,Four-Door Car,287.332253
Oregon,F,High School or Below,41787.0,46587.0,119.0,2.0,Personal Auto,Four-Door Car,571.2
Oregon,F,High School or Below,10633.0,80046.0,132.0,0.0,Personal Auto,SUV,260.627146
Arizona,F,Bachelor,5450.0,76389.0,68.0,0.0,Personal Auto,Four-Door Car,262.00129
California,M,Doctor,7035.0,77235.0,87.0,0.0,Personal Auto,Two-Door Car,310.160362
Arizona,M,High School or Below,8203.0,38595.0,74.0,3.0,Personal Auto,Four-Door Car,415.550209
Arizona,F,College,8714.0,0.0,118.0,0.0,Personal Auto,SUV,566.4
Nevada,F,Master,3352.0,55359.0,83.0,0.0,Special Auto,Four-Door Car,303.331178
Nevada,F,Master,5017.0,79814.0,62.0,0.0,Personal Auto,Four-Door Car,31.553152
Arizona,F,Bachelor,2753.0,75277.0,70.0,3.0,Corporate Auto,Two-Door Car,459.743736
Oregon,M,Bachelor,2619.0,78618.0,66.0,0.0,Personal Auto,Two-Door Car,225.578841
California,F,Doctor,4867.0,20123.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
Arizona,M,College,3061.0,88362.0,78.0,0.0,Personal Auto,Two-Door Car,452.599718
Oregon,M,Bachelor,3545.0,0.0,116.0,3.0,Corporate Auto,SUV,835.2
Oregon,M,College,3259.0,52782.0,85.0,4.0,Personal Auto,Four-Door Car,541.093963
California,F,Bachelor,5095.0,0.0,137.0,0.0,Personal Auto,SUV,452.295175
Arizona,F,High School or Below,2397.0,22283.0,65.0,0.0,Personal Auto,Four-Door Car,572.072106
California,M,Bachelor,7427.0,28848.0,96.0,0.0,Corporate Auto,Two-Door Car,450.596865
California,F,Doctor,2510.0,0.0,64.0,0.0,Corporate Auto,Four-Door Car,437.184112
Washington,M,High School or Below,2637.0,54378.0,66.0,0.0,Personal Auto,Four-Door Car,316.8
California,M,High School or Below,4969.0,21827.0,67.0,0.0,Special Auto,Four-Door Car,321.6
Arizona,F,High School or Below,34611.0,20090.0,109.0,0.0,Personal Auto,Sports Car,523.2
Washington,F,College,11618.0,27750.0,297.0,1.0,Personal Auto,Luxury Car,1425.6
California,M,High School or Below,4762.0,57135.0,61.0,0.0,Corporate Auto,Four-Door Car,156.921247
California,F,Bachelor,4879.0,58580.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
Oregon,M,College,4330.0,60475.0,107.0,0.0,Personal Auto,Four-Door Car,513.6
Washington,M,College,9095.0,37937.0,116.0,0.0,Personal Auto,SUV,556.8
Oregon,F,Bachelor,5524.0,70360.0,69.0,0.0,Personal Auto,Two-Door Car,331.2
Oregon,M,College,11836.0,0.0,119.0,0.0,Personal Auto,Four-Door Car,856.8
California,M,Bachelor,2588.0,47509.0,66.0,0.0,Personal Auto,Four-Door Car,93.128128
Nevada,M,Master,7176.0,27071.0,183.0,0.0,Personal Auto,Luxury Car,878.4
Arizona,F,High School or Below,27890.0,46546.0,99.0,0.0,Special Auto,Four-Door Car,319.105565
Arizona,M,Bachelor,7280.0,32627.0,67.0,4.0,Personal Auto,Four-Door Car,54.628741
Arizona,M,Bachelor,2152.0,0.0,65.0,0.0,Personal Auto,Two-Door Car,460.379966
Oregon,F,Bachelor,4334.0,0.0,116.0,0.0,Personal Auto,Four-Door Car,1065.617464
Oregon,F,College,8630.0,0.0,122.0,2.0,Personal Auto,SUV,585.6
Arizona,F,Bachelor,4766.0,29177.0,64.0,2.0,Personal Auto,Four-Door Car,307.2
