zone,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
Central,F,College,10662.0,62409.0,89.0,0.0,Personal Auto,Four-Door Car,392.686432
West,F,College,3861.0,93272.0,95.0,0.0,Personal Auto,Four-Door Car,281.110788
West,F,College,9807.0,0.0,135.0,0.0,Personal Auto,Sports Car,970.456654
North West,M,Bachelor,3252.0,20166.0,83.0,0.0,Personal Auto,Two-Door Car,398.4
East,F,High School or Below,2711.0,0.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
West,M,Bachelor,2453.0,29735.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
West,M,High School or Below,11228.0,0.0,64.0,0.0,Corporate Auto,Four-Door Car,772.83851
West,F,High School or Below,23020.0,97460.0,114.0,0.0,Personal Auto,SUV,660.135987
Central,M,College,2458.0,57564.0,63.0,1.0,Personal Auto,Two-Door Car,302.4
Central,F,Bachelor,11160.0,33232.0,94.0,0.0,Special Auto,Four-Door Car,435.527845
Central,F,College,13118.0,11854.0,113.0,0.0,Personal Auto,Four-Door Car,807.721213
West,F,College,6120.0,23843.0,79.0,0.0,Personal Auto,Four-Door Car,344.693511
Central,F,College,13881.0,17961.0,181.0,0.0,Personal Auto,Sports Car,476.707749
West,F,College,4787.0,0.0,64.0,0.0,Personal Auto,Four-Door Car,360.110955
Central,F,College,8177.0,54695.0,103.0,0.0,Personal Auto,SUV,494.4
West,M,College,3309.0,85632.0,82.0,0.0,Personal Auto,Two-Door Car,7.2574
West,F,Bachelor,14635.0,0.0,139.0,0.0,Personal Auto,SUV,667.2
West,F,High School or Below,5120.0,0.0,76.0,4.0,Personal Auto,Four-Door Car,277.220384
North West,F,High School or Below,19253.0,39895.0,160.0,0.0,Personal Auto,SUV,765.591167
East,F,Bachelor,6646.0,95815.0,82.0,0.0,Personal Auto,Four-Door Car,393.6
West,F,High School or Below,8742.0,37224.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
West,M,Bachelor,8467.0,0.0,122.0,0.0,Personal Auto,SUV,1100.088685
Central,F,College,6992.0,94652.0,86.0,0.0,Personal Auto,Four-Door Car,412.8
Central,F,Bachelor,13037.0,28582.0,112.0,0.0,Personal Auto,Sports Car,537.6
Central,F,High School or Below,10883.0,91123.0,138.0,3.0,Corporate Auto,SUV,103.462381
Central,M,Bachelor,9114.0,85942.0,116.0,2.0,Personal Auto,Four-Door Car,79.340118
Central,F,High School or Below,30442.0,64321.0,253.0,0.0,Personal Auto,Luxury Vehicle,422.438297
Central,M,Doctor,5104.0,77025.0,64.0,2.0,Personal Auto,Two-Door Car,380.917107
North West,M,High School or Below,2174.0,16997.0,65.0,3.0,Personal Auto,Two-Door Car,468.0
West,M,Bachelor,9890.0,52408.0,125.0,0.0,Personal Auto,Sports Car,179.125777
West,M,Bachelor,8719.0,0.0,116.0,1.0,Personal Auto,Four-Door Car,556.8
Central,M,Bachelor,8516.0,37573.0,112.0,3.0,Corporate Auto,SUV,537.6
Central,F,High School or Below,11606.0,45893.0,97.0,0.0,Personal Auto,Two-Door Car,465.6
West,F,High School or Below,3731.0,0.0,96.0,0.0,Corporate Auto,Four-Door Car,460.8
Central,M,College,3303.0,29385.0,88.0,2.0,Personal Auto,Two-Door Car,422.4
West,M,College,8888.0,21509.0,81.0,1.0,Personal Auto,Two-Door Car,413.492922
Central,F,Bachelor,8173.0,68144.0,70.0,4.0,Personal Auto,Four-Door Car,336.0
Central,M,Bachelor,4923.0,31093.0,63.0,0.0,Personal Auto,Four-Door Car,302.4
Central,M,High School or Below,2823.0,24350.0,73.0,3.0,Corporate Auto,Four-Door Car,350.4
East,M,College,7824.0,32823.0,100.0,0.0,Personal Auto,SUV,480.0
East,M,College,8311.0,44843.0,105.0,0.0,Personal Auto,SUV,391.419263
North West,F,Master,5384.0,59364.0,67.0,0.0,Corporate Auto,Four-Door Car,321.6
North West,M,College,3978.0,39101.0,99.0,0.0,Personal Auto,Four-Door Car,167.174678
West,M,High School or Below,6237.0,0.0,90.0,1.0,Personal Auto,Two-Door Car,432.0
East,F,High School or Below,6969.0,27604.0,92.0,1.0,Corporate Auto,Two-Door Car,441.6
West,F,High School or Below,5024.0,91603.0,64.0,5.0,Personal Auto,Four-Door Car,307.2
East,F,Master,8414.0,59828.0,104.0,0.0,Personal Auto,SUV,499.2
Central,M,College,2801.0,33247.0,72.0,0.0,Special Auto,Four-Door Car,284.956298
West,M,College,5010.0,45867.0,126.0,0.0,Personal Auto,Sports Car,604.8
West,F,College,4997.0,54827.0,64.0,0.0,Personal Auto,Four-Door Car,132.947215
West,F,Bachelor,2236.0,0.0,64.0,3.0,Corporate Auto,Two-Door Car,307.2
Central,M,Bachelor,10934.0,47170.0,139.0,0.0,Corporate Auto,Sports Car,667.2
West,F,Bachelor,3289.0,21947.0,83.0,0.0,Personal Auto,Four-Door Car,366.90936
North West,F,College,14014.0,39018.0,117.0,0.0,Personal Auto,SUV,561.6
Central,M,Master,5604.0,20252.0,71.0,0.0,Personal Auto,Four-Door Car,198.227061
North West,M,Bachelor,2912.0,0.0,88.0,0.0,Personal Auto,Four-Door Car,633.6
North West,M,Master,5616.0,48602.0,70.0,0.0,Corporate Auto,Two-Door Car,487.884823
West,F,Bachelor,7504.0,97849.0,62.0,0.0,Special Auto,Four-Door Car,183.117146
North West,F,College,3746.0,41479.0,94.0,1.0,Personal Auto,Two-Door Car,19.575683
North West,F,Bachelor,2959.0,69746.0,74.0,0.0,Personal Auto,Four-Door Car,225.032781
West,M,Bachelor,7725.0,96748.0,96.0,0.0,Personal Auto,Two-Door Car,460.8
North West,M,Bachelor,13248.0,25074.0,112.0,0.0,Personal Auto,Two-Door Car,537.6
Central,M,Master,2717.0,66463.0,68.0,0.0,Personal Auto,Two-Door Car,326.4
East,M,High School or Below,2734.0,34865.0,69.0,0.0,Corporate Auto,Four-Door Car,255.946801
West,M,College,9199.0,37399.0,116.0,0.0,Personal Auto,Four-Door Car,392.826082
West,M,College,29049.0,21070.0,195.0,0.0,Corporate Auto,Sports Car,1404.0
North West,F,Bachelor,4956.0,31562.0,66.0,4.0,Personal Auto,Four-Door Car,316.8
West,F,Master,5574.0,54684.0,71.0,2.0,Personal Auto,Four-Door Car,487.070965
North West,M,High School or Below,9192.0,37388.0,117.0,0.0,Corporate Auto,SUV,561.6
Central,F,Bachelor,3878.0,84981.0,96.0,0.0,Personal Auto,Four-Door Car,4.719043
Central,M,Master,4419.0,24046.0,116.0,0.0,Personal Auto,Two-Door Car,556.8
West,M,High School or Below,4772.0,20993.0,133.0,0.0,Personal Auto,SUV,638.4
North West,M,College,9101.0,48029.0,116.0,0.0,Personal Auto,SUV,556.8
Central,M,Bachelor,7609.0,16233.0,197.0,0.0,Personal Auto,Luxury Vehicle,1418.4
Central,M,College,2668.0,30718.0,67.0,1.0,Personal Auto,Two-Door Car,321.6
North West,M,High School or Below,5141.0,60277.0,65.0,0.0,Personal Auto,Four-Door Car,146.390518
West,M,Bachelor,7451.0,0.0,107.0,0.0,Personal Auto,SUV,770.4
Central,M,Bachelor,2620.0,31911.0,68.0,0.0,Personal Auto,Four-Door Car,245.893663
Central,F,Bachelor,4909.0,61402.0,62.0,0.0,Personal Auto,Two-Door Car,252.157829
West,F,College,8023.0,34335.0,101.0,0.0,Corporate Auto,Two-Door Car,484.8
Central,M,College,20446.0,71467.0,86.0,0.0,Personal Auto,Two-Door Car,324.879569
East,M,College,4966.0,0.0,74.0,0.0,Personal Auto,Four-Door Car,532.8
East,M,High School or Below,3549.0,36168.0,90.0,0.0,Personal Auto,Four-Door Car,432.0
North West,F,College,5350.0,58357.0,137.0,2.0,Personal Auto,Sports Car,708.220713
West,M,College,8065.0,29692.0,77.0,0.0,Personal Auto,Four-Door Car,449.352139
North West,M,High School or Below,7892.0,29215.0,67.0,0.0,Personal Auto,Four-Door Car,327.656191
North West,F,High School or Below,4540.0,0.0,61.0,0.0,Personal Auto,Two-Door Car,486.121464
East,M,High School or Below,2852.0,26841.0,74.0,1.0,Personal Auto,Four-Door Car,418.534381
Central,F,Bachelor,10720.0,34837.0,139.0,1.0,Personal Auto,SUV,667.2
Central,F,Bachelor,4795.0,33068.0,61.0,1.0,Personal Auto,Four-Door Car,213.038013
East,F,College,5182.0,44820.0,133.0,3.0,Personal Auto,Sports Car,336.13217
Central,F,Bachelor,22620.0,49564.0,193.0,0.0,Corporate Auto,Sports Car,286.370988
Central,M,College,2320.0,19581.0,61.0,0.0,Personal Auto,Four-Door Car,377.24342
North West,M,High School or Below,7714.0,0.0,74.0,0.0,Corporate Auto,Two-Door Car,532.8
North West,M,Bachelor,7880.0,23129.0,70.0,0.0,Personal Auto,Four-Door Car,491.65337
East,M,Bachelor,9029.0,0.0,138.0,0.0,Personal Auto,SUV,1376.958592
Central,F,High School or Below,6965.0,25411.0,86.0,0.0,Personal Auto,Four-Door Car,242.807725
Central,F,High School or Below,15114.0,28513.0,100.0,1.0,Personal Auto,SUV,480.0
North West,M,High School or Below,22523.0,69346.0,63.0,1.0,Special Auto,Two-Door Car,246.284609
North West,F,High School or Below,10760.0,74835.0,133.0,0.0,Corporate Auto,SUV,107.645982
North West,F,Master,5808.0,43282.0,72.0,0.0,Personal Auto,Two-Door Car,166.799814
Central,F,Bachelor,30591.0,11276.0,91.0,1.0,Corporate Auto,Four-Door Car,436.8
Central,M,College,2220.0,0.0,62.0,2.0,Personal Auto,Four-Door Car,311.506082
North West,M,Bachelor,4914.0,10037.0,71.0,0.0,Personal Auto,Four-Door Car,292.181494
North West,F,Doctor,2395.0,21986.0,63.0,0.0,Personal Auto,Two-Door Car,333.696228
Central,F,Doctor,5522.0,85609.0,136.0,0.0,Personal Auto,SUV,652.8
North West,M,College,15808.0,86347.0,130.0,0.0,Personal Auto,Sports Car,593.779554
North West,F,College,2827.0,20368.0,72.0,0.0,Corporate Auto,Four-Door Car,345.6
West,F,Master,5421.0,25778.0,68.0,0.0,Corporate Auto,Two-Door Car,20.141289
Central,F,High School or Below,2514.0,43860.0,65.0,0.0,Corporate Auto,Four-Door Car,156.124914
North West,M,College,5157.0,93303.0,65.0,0.0,Corporate Auto,Four-Door Car,40.757983
North West,M,High School or Below,4874.0,67467.0,61.0,0.0,Personal Auto,Two-Door Car,365.879938
Central,M,High School or Below,4198.0,30598.0,106.0,0.0,Personal Auto,SUV,508.8
Central,F,College,5380.0,55350.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
West,F,High School or Below,13466.0,11432.0,119.0,0.0,Corporate Auto,SUV,571.2
North West,M,College,2424.0,27093.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
Central,M,Bachelor,3823.0,0.0,108.0,0.0,Personal Auto,SUV,777.6
North West,F,High School or Below,13883.0,0.0,197.0,0.0,Corporate Auto,Luxury Vehicle,1418.4
North West,F,College,2438.0,38961.0,62.0,0.0,Corporate Auto,Two-Door Car,297.6
North West,F,Doctor,34090.0,51840.0,94.0,0.0,Corporate Auto,Two-Door Car,33.747903
Central,M,Bachelor,2840.0,79181.0,72.0,0.0,Personal Auto,Four-Door Car,241.277426
North West,M,Bachelor,24127.0,14072.0,71.0,0.0,Special Auto,Four-Door Car,511.2
West,M,College,7596.0,56225.0,97.0,0.0,Personal Auto,Four-Door Car,465.6
East,M,High School or Below,15096.0,14909.0,199.0,0.0,Personal Auto,Luxury Vehicle,1238.077611
Central,M,High School or Below,6005.0,26876.0,76.0,0.0,Personal Auto,Four-Door Car,364.8
North West,M,College,3455.0,68401.0,88.0,0.0,Personal Auto,Four-Door Car,242.254164
Central,F,College,5728.0,29730.0,72.0,0.0,Personal Auto,Four-Door Car,463.21435
North West,F,High School or Below,5163.0,35577.0,130.0,0.0,Personal Auto,SUV,574.51239
West,M,Master,2602.0,41958.0,66.0,1.0,Corporate Auto,Four-Door Car,206.818326
North West,F,Master,32643.0,77915.0,115.0,0.0,Personal Auto,Four-Door Car,552.0
North West,F,Bachelor,2789.0,15514.0,74.0,0.0,Corporate Auto,Four-Door Car,355.2
Central,F,College,11250.0,29505.0,284.0,0.0,Personal Auto,Luxury Vehicle,1979.444237
West,F,College,16510.0,31356.0,68.0,0.0,Personal Auto,Two-Door Car,326.4
West,F,College,7607.0,31456.0,199.0,0.0,Personal Auto,Luxury Vehicle,436.695385
Central,F,High School or Below,5603.0,95284.0,69.0,0.0,Personal Auto,Four-Door Car,327.647322
Central,M,High School or Below,6674.0,0.0,98.0,0.0,Personal Auto,Two-Door Car,931.648937
East,F,Bachelor,4049.0,62864.0,104.0,0.0,Personal Auto,Two-Door Car,171.213743
North West,M,College,4958.0,22842.0,65.0,0.0,Personal Auto,Four-Door Car,468.0
West,F,Bachelor,7850.0,67186.0,66.0,0.0,Personal Auto,Four-Door Car,184.936711
Central,M,High School or Below,6382.0,0.0,87.0,0.0,Personal Auto,Four-Door Car,417.6
North West,F,College,5737.0,68946.0,71.0,0.0,Personal Auto,Four-Door Car,309.627788
North West,F,Bachelor,7688.0,56680.0,100.0,2.0,Personal Auto,SUV,480.0
Central,F,High School or Below,4873.0,18866.0,126.0,0.0,Personal Auto,SUV,604.8
West,F,High School or Below,2824.0,82875.0,70.0,0.0,Personal Auto,Four-Door Car,455.337179
Central,F,College,3722.0,0.0,109.0,2.0,Personal Auto,SUV,523.2
West,F,Bachelor,5535.0,84863.0,138.0,0.0,Corporate Auto,SUV,691.697458
West,F,College,4727.0,0.0,127.0,0.0,Personal Auto,SUV,609.6
West,M,Bachelor,2378.0,54753.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
West,F,College,9337.0,76381.0,116.0,0.0,Special Auto,Two-Door Car,556.8
West,M,Bachelor,6189.0,59523.0,78.0,1.0,Personal Auto,Four-Door Car,343.789779
Central,F,Bachelor,5638.0,56017.0,71.0,0.0,Corporate Auto,Four-Door Car,51.995897
Central,M,Master,5264.0,14306.0,74.0,3.0,Corporate Auto,Four-Door Car,355.061143
Central,F,Bachelor,4035.0,21359.0,101.0,0.0,Personal Auto,Sports Car,484.8
Central,F,Bachelor,4117.0,86101.0,102.0,0.0,Personal Auto,SUV,344.736945
East,M,Bachelor,8382.0,25998.0,71.0,0.0,Personal Auto,Four-Door Car,791.878042
West,F,Master,2435.0,64341.0,61.0,0.0,Personal Auto,Four-Door Car,79.934072
West,F,High School or Below,6599.0,36060.0,165.0,0.0,Special Auto,Sports Car,774.558233
North West,M,High School or Below,5353.0,61894.0,67.0,0.0,Personal Auto,Four-Door Car,266.996814
North West,M,High School or Below,6747.0,26721.0,65.0,3.0,Personal Auto,Four-Door Car,312.0
Central,F,Bachelor,7412.0,59940.0,94.0,0.0,Personal Auto,Four-Door Car,303.098944
East,M,Master,5512.0,45971.0,138.0,0.0,Special Auto,SUV,139.826393
North West,M,Bachelor,4015.0,80055.0,100.0,0.0,Corporate Auto,SUV,121.945071
Central,M,College,7772.0,58345.0,98.0,0.0,Personal Auto,Four-Door Car,346.971517
North West,F,College,4638.0,0.0,71.0,3.0,Personal Auto,Two-Door Car,143.276484
North West,M,Bachelor,10507.0,76549.0,132.0,0.0,Personal Auto,SUV,616.349424
Central,F,Master,17556.0,36212.0,73.0,0.0,Personal Auto,Two-Door Car,119.033795
West,F,Bachelor,9103.0,0.0,131.0,0.0,Personal Auto,Sports Car,628.8
West,M,High School or Below,13110.0,73597.0,114.0,5.0,Personal Auto,SUV,485.183645
West,F,High School or Below,8006.0,63762.0,99.0,0.0,Personal Auto,Four-Door Car,108.161276
West,M,Bachelor,6807.0,32787.0,86.0,0.0,Personal Auto,Two-Door Car,568.58486
West,F,Bachelor,2627.0,94962.0,67.0,4.0,Personal Auto,Two-Door Car,321.6
North West,F,High School or Below,9095.0,0.0,256.0,0.0,Personal Auto,Luxury Vehicle,1943.772393
West,F,College,5015.0,73809.0,125.0,0.0,Special Auto,SUV,537.315879
North West,F,Bachelor,4726.0,13037.0,124.0,0.0,Personal Auto,SUV,839.348464
West,M,High School or Below,3059.0,0.0,88.0,0.0,Personal Auto,Four-Door Car,989.200247
North West,F,College,4122.0,75272.0,103.0,0.0,Personal Auto,SUV,71.647924
Central,F,Master,2620.0,39278.0,66.0,0.0,Personal Auto,Four-Door Car,65.590217
North West,M,Bachelor,4938.0,36913.0,62.0,0.0,Personal Auto,Four-Door Car,90.569696
West,M,Bachelor,4691.0,0.0,74.0,1.0,Personal Auto,Four-Door Car,407.218947
West,M,College,6005.0,13528.0,86.0,0.0,Personal Auto,Four-Door Car,412.8
West,M,Bachelor,4941.0,0.0,137.0,0.0,Personal Auto,SUV,986.4
East,F,Bachelor,2254.0,0.0,65.0,1.0,Personal Auto,Four-Door Car,768.797656
Central,F,High School or Below,2554.0,0.0,72.0,0.0,Corporate Auto,Four-Door Car,405.804184
Central,M,Doctor,8123.0,12617.0,108.0,0.0,Personal Auto,SUV,648.925597
North West,F,High School or Below,19079.0,42754.0,65.0,4.0,Personal Auto,Two-Door Car,279.715067
North West,M,College,10461.0,0.0,155.0,0.0,Corporate Auto,Sports Car,1116.0
West,F,High School or Below,4669.0,76157.0,116.0,0.0,Personal Auto,Two-Door Car,556.8
North West,F,Bachelor,4903.0,0.0,66.0,0.0,Personal Auto,Four-Door Car,469.6093
North West,M,High School or Below,83325.0,58958.0,231.0,0.0,Personal Auto,Luxury Vehicle,1108.8
North West,F,Bachelor,8009.0,0.0,107.0,0.0,Personal Auto,SUV,740.963933
North West,F,Bachelor,23895.0,0.0,98.0,0.0,Personal Auto,Four-Door Car,705.6
North West,F,High School or Below,7732.0,34430.0,65.0,0.0,Personal Auto,Two-Door Car,184.958966
North West,M,High School or Below,9416.0,13411.0,127.0,0.0,Personal Auto,SUV,609.6
West,M,Bachelor,5923.0,73758.0,74.0,0.0,Personal Auto,Four-Door Car,301.562622
West,F,High School or Below,3833.0,0.0,116.0,2.0,Personal Auto,Sports Car,1397.954723
North West,M,Bachelor,28432.0,17130.0,198.0,0.0,Special Auto,Luxury Vehicle,950.4
East,F,College,5553.0,0.0,92.0,3.0,Personal Auto,Four-Door Car,662.4
North West,F,High School or Below,10036.0,0.0,134.0,1.0,Personal Auto,SUV,1353.28906
Central,M,Bachelor,6575.0,10517.0,92.0,0.0,Personal Auto,Four-Door Car,441.540848
West,M,College,4362.0,58842.0,110.0,0.0,Personal Auto,Four-Door Car,528.0
West,M,College,7873.0,22355.0,71.0,3.0,Personal Auto,Four-Door Car,340.8
East,F,High School or Below,13021.0,0.0,223.0,5.0,Personal Auto,Luxury Vehicle,1605.6
Central,F,Bachelor,4492.0,21137.0,61.0,1.0,Personal Auto,Four-Door Car,292.8
North West,F,Bachelor,6650.0,0.0,99.0,2.0,Personal Auto,Four-Door Car,712.8
West,M,High School or Below,11093.0,78255.0,95.0,0.0,Personal Auto,Four-Door Car,456.0
Central,F,Bachelor,5107.0,35625.0,65.0,1.0,Special Auto,Four-Door Car,288.572108
West,F,College,7334.0,87957.0,61.0,0.0,Personal Auto,Four-Door Car,308.321335
North West,F,College,4996.0,25915.0,64.0,0.0,Corporate Auto,Two-Door Car,317.979988
West,M,College,8658.0,62464.0,109.0,0.0,Corporate Auto,Sports Car,400.181882
West,M,High School or Below,9657.0,0.0,131.0,0.0,Corporate Auto,SUV,628.8
West,M,High School or Below,6176.0,49529.0,78.0,0.0,Personal Auto,Two-Door Car,234.723464
West,F,Bachelor,2867.0,23376.0,78.0,0.0,Personal Auto,Four-Door Car,374.4
West,M,College,2821.0,0.0,81.0,0.0,Personal Auto,Four-Door Car,583.2
Central,M,College,2843.0,67952.0,71.0,0.0,Personal Auto,Two-Door Car,167.405624
West,M,College,11790.0,25251.0,66.0,0.0,Corporate Auto,Four-Door Car,316.8
Central,F,High School or Below,7785.0,20497.0,65.0,0.0,Personal Auto,Four-Door Car,425.358596
West,M,High School or Below,12315.0,68420.0,104.0,1.0,Personal Auto,Four-Door Car,499.2
Central,F,College,4810.0,24711.0,122.0,0.0,Personal Auto,Sports Car,259.998169
West,F,College,27279.0,76530.0,119.0,4.0,Personal Auto,SUV,254.149197
West,M,High School or Below,3980.0,98333.0,99.0,1.0,Personal Auto,Four-Door Car,459.048775
West,F,Bachelor,14635.0,0.0,139.0,0.0,Personal Auto,SUV,667.2
North West,F,College,3761.0,0.0,106.0,1.0,Personal Auto,Four-Door Car,1116.943654
Central,M,High School or Below,5619.0,0.0,153.0,0.0,Personal Auto,SUV,1027.000029
Central,M,Bachelor,5304.0,0.0,74.0,0.0,Personal Auto,Four-Door Car,532.8
North West,M,Bachelor,3207.0,24695.0,82.0,0.0,Personal Auto,Four-Door Car,393.6
West,M,Bachelor,8697.0,26287.0,111.0,0.0,Personal Auto,Two-Door Car,279.378884
West,M,College,8717.0,83846.0,74.0,3.0,Personal Auto,Four-Door Car,355.2
East,F,High School or Below,8029.0,76081.0,68.0,0.0,Personal Auto,Four-Door Car,384.210821
North West,M,College,4763.0,14957.0,66.0,0.0,Corporate Auto,Four-Door Car,316.8
East,M,High School or Below,23055.0,41727.0,117.0,1.0,Personal Auto,Four-Door Car,82.25632
Central,F,College,5383.0,89092.0,68.0,2.0,Personal Auto,Two-Door Car,91.8198
East,F,College,8409.0,53986.0,70.0,1.0,Corporate Auto,Four-Door Car,127.886591
North West,F,Bachelor,4257.0,49853.0,109.0,0.0,Personal Auto,Four-Door Car,679.534284
North West,M,High School or Below,14708.0,36670.0,189.0,0.0,Corporate Auto,Luxury Vehicle,907.2
Central,M,Bachelor,2593.0,43626.0,67.0,0.0,Personal Auto,Two-Door Car,321.6
East,F,High School or Below,2466.0,0.0,70.0,0.0,Special Auto,Four-Door Car,504.0
West,F,College,7933.0,76505.0,65.0,0.0,Personal Auto,Four-Door Car,144.051716
West,F,College,36860.0,66216.0,103.0,0.0,Personal Auto,Sports Car,96.723812
North West,F,College,7412.0,52497.0,63.0,0.0,Corporate Auto,Two-Door Car,302.4
Central,F,High School or Below,34611.0,20090.0,109.0,0.0,Personal Auto,Sports Car,523.2
North West,F,High School or Below,18726.0,0.0,185.0,2.0,Personal Auto,SUV,1543.932434
West,F,Bachelor,7249.0,37751.0,93.0,0.0,Corporate Auto,Four-Door Car,56.692777
North West,F,College,8193.0,54840.0,72.0,3.0,Corporate Auto,Four-Door Car,468.728516
North West,F,College,8692.0,31986.0,111.0,0.0,Personal Auto,Four-Door Car,532.8
Central,M,College,9799.0,22166.0,126.0,0.0,Personal Auto,SUV,604.8
West,M,Bachelor,14084.0,0.0,208.0,0.0,Corporate Auto,Luxury Vehicle,2270.508697
West,M,High School or Below,13104.0,0.0,130.0,0.0,Personal Auto,Sports Car,1430.548077
North West,F,Master,2628.0,83838.0,65.0,0.0,Personal Auto,Two-Door Car,281.405931
North West,F,Master,5245.0,46061.0,65.0,0.0,Personal Auto,Two-Door Car,21.612658
North West,M,College,8092.0,50825.0,102.0,0.0,Personal Auto,SUV,369.614729
Central,F,College,2719.0,14030.0,72.0,0.0,Corporate Auto,Two-Door Car,345.6
East,F,High School or Below,5445.0,20282.0,79.0,3.0,Personal Auto,Two-Door Car,507.549315
West,M,Bachelor,4514.0,50146.0,116.0,1.0,Personal Auto,SUV,759.291202
East,M,High School or Below,22029.0,0.0,121.0,0.0,Personal Auto,SUV,580.8
West,F,Bachelor,5408.0,20472.0,139.0,0.0,Corporate Auto,SUV,667.2
North West,F,Master,3768.0,85751.0,93.0,0.0,Corporate Auto,Four-Door Car,391.210704
West,F,High School or Below,27934.0,76912.0,116.0,2.0,Corporate Auto,Sports Car,169.226996
Central,M,Master,3887.0,96335.0,97.0,0.0,Personal Auto,Four-Door Car,161.388136
East,F,Bachelor,7475.0,29633.0,196.0,0.0,Corporate Auto,Luxury Vehicle,534.653787
